"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0030098","BP","GO:0030098","lymphocyte differentiation",391,0.353649850391829,1.63533243595089,2.03091464279917e-06,0.000137911255017431,0.000108900146388511,2910,"tags=27%, list=15%, signal=23%","159296/11006/6046/5079/931/3624/2064/22806/973/10288/930/3149/259307/5450/7292/3589/3604/941/115352/1493/3559/2629/4323/860/430/56833/56253/101/8581/942/50943/2529/2146/814/3956/729230/51176/2207/2213/915/84433/6504/3458/3606/29760/695/1236/26279/3394/54440/3561/1380/57379/914/399/7409/4063/114836/3575/4192/7412/9308/3932/917/5788/9840/940/939/912/581/114770/91543/3553/3702/8320/292/3594/10673/1235/944/3552/146850/150372/653519/3902/1794/10320/7163/3676/916/3586/1378/1514/6146/407975/51463/26191/925/3071/8772/1880/6688/4860/7494"
"GO:0001906","BP","GO:0001906","cell killing",163,0.451394499076291,1.90223543273045,2.10477534000292e-06,0.000141715593867146,0.000111904201841369,3355,"tags=42%, list=17%, signal=35%","909/2209/8970/2214/54210/2210/154064/55876/910/26228/80328/64581/2212/115362/80329/4069/3853/4068/140823/56253/85236/57823/7305/6318/2213/3458/3606/913/3002/1511/84868/9103/57817/914/7409/114836/100507436/1604/3001/3575/6223/5788/5052/3107/3151/3136/51571/912/3594/11151/146850/820/2215/3902/1378/6372/3071/8772/6688/6156/3004/911/3251/10666/1524/51561/11334/3684"
"GO:0004869","MF","GO:0004869","cysteine-type endopeptidase inhibitor activity",23,0.767915989274134,2.21065708140991,2.18396599060837e-06,0.00014581184702003,0.000115138764299212,1473,"tags=48%, list=8%, signal=44%","1469/1472/440068/332/6317/1474/8530/1470/9232/1475/114769"
"GO:0000280","BP","GO:0000280","nuclear division",405,0.346044597288147,1.6070996979528,2.36613245620725e-06,0.000156657686371388,0.000123703065254344,4374,"tags=35%, list=22%, signal=28%","63946/26065/332/11065/56159/54443/4751/4605/9787/1164/29128/699/27338/54456/147841/9232/9212/5347/84057/113130/24137/4085/10615/6790/147872/22974/991/83540/9133/983/9493/11004/51203/11130/891/51529/146956/23397/146909/5888/9134/898/995/5902/10403/221150/9088/7272/347688/9319/64151/2491/644186/7153/388649/255324/286151/6152/81930/84722/55143/9928/283129/6795/25788/676/29127/940/201254/10609/348235/701/83990/3553/4488/5901/7314/9700/9055/259266/83903/8815/3552/7474/90417/1111/84944/9633/81620/11144/3832/8438/54998/10635/150365/283847/23212/26271/387893/11200/126353/27243/1761/57082/1028/811/8877/11077/25879/93426/10096/9184/80346/27085/7917/2175/9985/55512/157313/2177/5889/1731/151648/8900/3976/100130958/348654/49856/286053/22919/64793/9587/51510/101928601/998/54361/4288/128866/10097/29082/285643/80010"
"GO:0034706","CC","GO:0034706","sodium channel complex",23,-0.772513430362391,-2.20348283602463,2.72024432578656e-06,0.000178614389821274,0.000141040941119512,3010,"tags=65%, list=15%, signal=55%","6340/2899/6326/6327/6338/6323/6331/2897/11280/55800/6335/6330/6328/6332/6329"
"GO:0099634","CC","GO:0099634","postsynaptic specialization membrane",104,-0.521891076830696,-1.9902232444728,2.91668781379416e-06,0.000189943317054054,0.000149986707249467,2648,"tags=34%, list=14%, signal=29%","1949/2899/5802/491/25945/145581/2893/1141/747/2560/2894/64084/9127/10142/2897/9890/94030/577/1630/23237/3752/57502/22866/9194/729956/1128/22871/26045/2555/2890/2904/3745/401190/2891/347730"
"GO:0030667","CC","GO:0030667","secretory granule membrane",283,0.373146040207785,1.67020234593465,2.97613935576467e-06,0.000192239245378458,0.000151799662476315,2857,"tags=28%, list=15%, signal=24%","23601/57126/4973/3903/53831/2357/10288/169026/4680/5329/8778/5328/27074/2212/63910/6861/963/199675/6556/6402/101/7305/2207/28956/719/928/94103/147744/1536/547/8618/326624/84519/11001/967/25837/3689/1604/1535/26002/728/401258/3687/11031/8372/5788/3107/27180/3136/8673/100049587/11314/11010/7097/5023/1143/6843/79888/5908/64518/2171/10970/25798/150372/5912/26154/2215/684/79930/929/1378/8655/148229/84443/527/6518/1534/3071"
"GO:0002824","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",111,0.497790529629464,1.9646461199004,3.04485994702081e-06,0.000195092034508713,0.000154052336878133,2062,"tags=28%, list=11%, signal=25%","6046/909/2209/154064/910/7292/80328/64581/80329/6556/50943/729230/6504/3606/913/695/54440/100507436/1604/54209/5788/940/3107/3136/7037/51571/912/91543/3553/3594/10673"
"GO:0002709","BP","GO:0002709","regulation of T cell mediated immunity",86,0.531858687517647,2.01667576997616,3.07800807015666e-06,0.000195638192939158,0.000154483605036916,2027,"tags=33%, list=10%, signal=29%","11006/909/154064/910/259307/7292/80328/941/80329/50943/2529/729230/2213/6504/3606/913/54440/100507436/1604/3575/5788/3107/3136/51571/912/91543/3553/3594"
"GO:0015849","BP","GO:0015849","organic acid transport",311,-0.39152348490876,-1.70766762530776,3.33271918679861e-06,0.000210146459834246,0.000165939902701084,2718,"tags=23%, list=14%, signal=20%","624/1581/59272/2180/6530/28232/10861/83733/2670/6558/376497/51703/84230/9429/53919/5465/28965/8864/387254/116369/6542/1906/5743/6812/5608/134/4041/1066/152078/222642/2348/123264/84889/11254/345274/10599/8660/1579/116362/6545/222962/6581/552/4036/28231/225/320/80763/1813/162515/9194/57709/5468/4889/387700/5320/1645/4915/57030/2917/477/32/153201/9058/2167/6579/948/3973/56301/5375/3952"
"GO:0070821","CC","GO:0070821","tertiary granule membrane",67,0.579860678605411,2.12080432016392,3.42974197973834e-06,0.000214561417551348,0.000169426126806801,2701,"tags=40%, list=14%, signal=35%","23601/57126/4973/3903/53831/10288/8778/5328/963/199675/6556/101/2207/28956/1536/3689/1535/3687/8673/100049587/11314/1143/6843/5912/8655/84443/527"
"GO:0015711","BP","GO:0015711","organic anion transport",386,-0.370374136046982,-1.64539938416347,3.54017316881429e-06,0.000219739654892418,0.000173515066497806,2718,"tags=20%, list=14%, signal=18%","624/1581/59272/2180/6530/28232/10861/83733/2670/6558/376497/51703/84230/6521/9429/53919/4547/5465/28965/8864/387254/116369/6542/1906/5743/6812/5608/134/4041/1080/1066/152078/222642/2348/123264/84889/11254/8671/345274/10599/8660/1579/116362/6545/6581/552/4036/28231/225/320/80763/1813/162515/9194/57709/221074/5468/4889/387700/5320/1645/4915/57030/2917/477/6517/32/6005/153201/9058/2167/6579/948/3973/762/116085/56301/5375/3952"
"GO:0006119","BP","GO:0006119","oxidative phosphorylation",136,0.465133220358196,1.90450725040722,3.63297106409966e-06,0.000223751589955595,0.000176683048078612,4392,"tags=51%, list=22%, signal=40%","1347/1345/983/4707/891/4726/4709/1337/29796/4710/54539/790955/4708/4697/126328/4706/55967/1351/10476/84300/4717/1329/4715/4694/1349/26471/440567/1340/51142/4695/7381/9377/51079/521/4712/7388/10975/522/65990/54205/4701/4711/9551/4702/1350/4713/10632/9167/27089/6391/7386/4704/388753/4725/4728/11315/4714/6472/23479/4722/125965/4724/30968/4716/10105/9555/1716/509/515/4720"
"GO:0099572","CC","GO:0099572","postsynaptic specialization",319,-0.381786009052096,-1.66938056585582,3.73751969161754e-06,0.000226676289693903,0.000178992505922383,3420,"tags=28%, list=17%, signal=23%","29904/9478/9026/375323/9867/27185/8502/107/4897/9455/158866/8516/8997/388135/2059/8661/4038/1949/2899/8927/1821/79870/54477/5802/491/9101/25945/22849/145581/2893/4804/3708/3188/1141/160622/2913/152404/5071/64506/747/2560/66000/2894/22997/64084/9127/10142/2897/9201/9229/9890/94030/5028/11346/577/85358/1630/2039/4131/6792/5064/27445/23237/3752/440073/57502/5063/55607/2852/6711/22866/9194/729956/114/4915/1128/22871/26045/2555/6854/4842/100131897/2890/2904/3745/401190/2891/347730"
"GO:0050808","BP","GO:0050808","synapse organization",459,-0.359186542430935,-1.62383909205524,3.71397626048924e-06,0.000226676289693903,0.000178992505922383,3420,"tags=28%, list=17%, signal=24%","29904/8829/392617/54549/83992/10163/9026/783/718/63827/375323/8326/4137/27185/9423/55638/100528062/4208/4897/831/158866/23129/23768/2049/387804/57463/9379/11202/153090/5783/4884/4038/22859/1949/23085/4739/84189/8927/2562/266977/1821/8404/5802/124925/285489/3911/440279/170506/6093/145581/5978/6640/10810/7855/26059/1141/627/869/26280/84623/388/1004/6585/56125/66000/2894/64084/2564/3690/57731/9252/2823/3897/221935/389941/23077/4774/1812/94030/11346/165257/577/6623/2047/85358/54674/23732/4131/6792/92737/5064/27445/23237/22899/84631/5100/9378/9758/57502/5063/9499/6376/1813/10718/22866/729956/6900/11141/4593/23284/27145/91584/4915/9722/339855/5021/22871/26045/256158/5649/2555/2890/2567/4009/91851/2904/347730/2565"
"GO:0000502","CC","GO:0000502","proteasome complex",57,0.600309601923573,2.13902396167605,3.92940196045502e-06,0.000236508322544054,0.000186756265425135,6295,"tags=75%, list=32%, signal=51%","5709/5700/5688/5685/5687/3315/5683/10213/5699/5716/5692/5693/5718/5686/9861/5721/5710/5706/5717/5713/5715/9352/5714/5708/5689/5694/56893/90637/144165/5701/5684/5682/23198/5695/5702/11047/5719/5690/5704/5720/5705/5707/5711"
"GO:0050804","BP","GO:0050804","modulation of chemical synaptic transmission",447,-0.355657918888763,-1.6086701843436,4.44835988602371e-06,0.000265730972138785,0.000209831617892373,3306,"tags=27%, list=17%, signal=23%","10815/6844/10858/4137/27185/107/55638/3908/4208/5581/5595/9187/9145/1959/8291/8526/1949/23085/29/2899/6344/23345/5152/57406/3092/5802/4311/26232/9101/2670/84502/6558/440279/22849/5334/2893/65018/4804/26059/1141/2913/57596/627/869/152404/5071/1906/5743/66000/6812/2894/134/64084/79772/3356/2897/5030/9229/259232/9890/4297/1812/5028/9899/22987/6285/6623/2047/85358/1630/4130/5577/23732/1395/4131/6792/1268/23236/23237/1956/5100/9378/57502/3815/85445/55607/2852/320/23349/6376/1813/10718/729956/693122/9590/154/114/4889/1816/4915/1128/2917/5021/22871/477/26045/6869/9211/5649/11170/2890/91851/2904/148/3745/2891/347730/56301/9370"
"GO:0003015","BP","GO:0003015","heart process",233,-0.413805642832823,-1.7562383950093,4.6260109549725e-06,0.000273177089486484,0.000215711364756311,2829,"tags=29%, list=14%, signal=25%","6196/3753/1829/3759/8912/1193/59272/8913/493/491/3768/23171/23630/6326/6640/7273/6327/125111/153/1906/5608/134/6323/6331/781/10142/2257/7068/57731/5350/11280/10268/482/8654/55800/859/1910/6335/2034/4846/857/2934/3752/6330/552/80763/5348/10060/1813/3741/3270/287/6328/1908/1756/147/845/9722/6332/477/27129/30819/4842/29119/6329/1674/148/10345"
"GO:1901652","BP","GO:1901652","response to peptide",470,-0.346904562060308,-1.57335053712599,4.64177559228135e-06,0.000273177089486484,0.000215711364756311,4085,"tags=30%, list=21%, signal=25%","8013/8614/5290/1636/5530/23038/54765/2549/5122/3716/7099/8850/2875/8036/51274/3625/1979/4088/80318/55777/26060/133/2740/7253/182/5829/54832/29904/114882/5781/1408/4040/4641/6654/6844/7471/57492/5595/23175/6340/4792/1959/4303/143686/55023/1583/79746/8837/5164/4851/5295/6777/4035/2069/7832/847/8462/5286/10365/376497/6093/2309/55667/9882/3488/10014/8835/8648/4929/5465/4519/6338/2865/1906/5743/64506/3667/2241/4041/781/2308/2770/140710/3690/6776/324/406983/858/10268/23189/64397/4921/23235/121340/9475/23371/8660/1910/249/185/3479/1395/9021/857/4131/23236/3481/10580/84327/9314/1958/2852/7010/2690/1036/2822/3164/5140/1393/9365/154/114/5468/5207/5021/2353/6517/7049/9340/2798/3484/28999/5166/2890/130399/948/3973/116085/5105/9370/286753/3952"
"GO:0031492","MF","GO:0031492","nucleosomal DNA binding",45,0.642151512856584,2.17886217835254,4.79437269215689e-06,0.00028008302234696,0.000221164560721789,5309,"tags=64%, list=27%, signal=47%","440093/8969/3020/8338/3015/3012/92815/3006/8091/3014/3150/55766/8336/3151/8334/373861/3005/8330/3183/3066/60/9555/9324/55506/86/1104/8971/9219/10473"
"GO:0002456","BP","GO:0002456","T cell mediated immunity",111,0.492335615188836,1.94311703115268,4.85637071460324e-06,0.000281634053485567,0.000222389315858896,4339,"tags=42%, list=22%, signal=33%","11006/909/154064/910/259307/7292/80328/941/80329/50943/2529/729230/2213/6504/3606/913/54440/1380/100507436/1604/3575/5788/3107/3136/51571/912/91543/3553/64005/3594/1378/925/3071/8772/3004/911/3251/7454/51561/1075/3146/2625/1512/6375/3329/6693/3592"
"GO:1905952","BP","GO:1905952","regulation of lipid localization",152,-0.45886822724141,-1.8440659692823,5.17613807455429e-06,0.000298003021756042,0.000235314896448082,3401,"tags=36%, list=17%, signal=30%","114882/5781/1408/114897/718/29801/64241/9536/160518/335/4792/22925/2180/7110/4035/1582/5360/51703/5465/10396/5727/5071/1906/440503/5608/1066/80820/3690/23461/1071/949/1950/407018/8660/9227/1579/654/185/118471/857/693120/57104/5468/3569/10351/154664/32/4023/338/2587/948/1149/9370/3952"
"GO:0000793","CC","GO:0000793","condensed chromosome",266,0.3805207490256,1.69085832508507,5.34861975166453e-06,0.000305717869978235,0.000241406843770698,5158,"tags=36%, list=26%, signal=27%","1045/332/1058/56159/4751/55355/699/387103/147841/9212/5347/4085/10615/6790/147872/991/83540/11004/11130/891/23397/5888/3014/10403/221150/7272/64151/2491/644186/7153/81930/79019/1017/6795/54821/201254/10609/348235/701/641/11335/8815/79980/90417/1111/81620/11144/89765/23212/8655/79682/55839/79023/27127/27243/284058/6612/57082/134492/93426/9184/27085/9985/2177/6396/3148/3146/64769/91687/151648/100130958/286053/60/51510/64946/9555/101928601/4288/128866/29082/51412/86/79003/55732/1104/401541/7846/5905/29893/79902/64105/378708/5810/54892/92421/91272"
"GO:0009060","BP","GO:0009060","aerobic respiration",186,0.421928125696595,1.79923667165207,5.40789042814078e-06,0.000306897781796989,0.000242338548509166,5240,"tags=49%, list=27%, signal=37%","1347/1345/983/4707/891/4726/4709/113115/1337/29796/4710/54539/790955/7349/4708/4697/126328/4706/55967/1351/10476/84300/9650/4717/4693/1329/4715/4694/1349/26471/92259/440567/1340/51142/4695/7381/9377/51079/521/4712/7388/10975/522/9016/65990/54205/4701/4711/9551/4702/1350/4713/10632/9167/27089/6391/3418/7386/4704/388753/4725/55753/4728/11315/4714/80025/6472/23479/4722/125965/4724/30968/4716/10105/9555/1716/509/515/4720/6834/54949/1346/158/2271/3419/134145/374291/1327/51103/1431/387/4537"
"GO:0001518","CC","GO:0001518","voltage-gated sodium channel complex",13,-0.853634204619333,-2.13213405668887,5.66175669884948e-06,0.000319025935974178,0.000251915415641231,2205,"tags=85%, list=11%, signal=75%","6326/6327/6323/6331/11280/55800/6335/6330/6328/6332/6329"
"GO:0050854","BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway",65,0.576940114461674,2.09988404986608,6.75877959198755e-06,0.000378158477875642,0.000298608794427322,4032,"tags=46%, list=21%, signal=37%","11006/930/26228/933/115352/4068/50852/2213/84433/1236/53347/7805/3932/5788/9840/9214/11314/150372/29085/257144/26191/123920/10666/84174/5777/7070/5579/148823/4067/9404"
"GO:0043235","CC","GO:0043235","receptor complex",364,-0.368804807496675,-1.63223802356932,6.87646284870881e-06,0.000382052428902038,0.00030168361117633,3110,"tags=29%, list=16%, signal=24%","7436/282618/2263/55879/7133/23129/8516/22925/5362/2059/57528/3691/2899/3590/93145/4851/57406/9466/2562/4035/3696/7433/3672/2893/2568/3655/84171/10203/1141/4547/4919/2321/4854/51704/3680/94/2560/3667/7048/81693/4041/3791/7301/3572/9127/51555/2324/2564/2022/3356/2897/3690/4233/1969/10266/10268/115207/4921/53353/7018/1812/4306/7075/9283/1956/118442/3815/4036/238/7010/2690/151306/3953/1813/650/117/729956/154/5787/5468/4593/91584/4915/3977/2917/22871/5284/3569/7049/3679/4881/2555/374462/1271/2890/2567/5354/130399/2676/2904/948/3973/2891/2565"
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region",174,0.417744949680223,1.76839593438075,7.08078582128632e-06,0.000390672523264721,0.000308490376424463,5669,"tags=41%, list=29%, signal=30%","332/1058/4751/55355/699/387103/147841/9212/5347/4085/10615/6790/991/83540/11004/11130/891/10403/221150/7272/64151/2491/81930/79019/6795/54821/201254/348235/701/11335/79980/90417/81620/8655/79682/55839/79023/27243/284058/6612/57082/134492/9184/27085/9985/6396/64769/91687/151648/60/51510/64946/128866/29082/51412/86/79003/55732/401541/5905/79902/64105/378708/92421/91272/3835/54908/1051/55055/23157/10910/9735"
"GO:0005267","MF","GO:0005267","potassium channel activity",105,-0.501660301717647,-1.91351981369575,7.20811963529423e-06,0.00039283815592943,0.000310200445078255,2803,"tags=39%, list=14%, signal=34%","3753/3759/343450/3779/2899/3768/23416/3742/23630/3746/9312/126755/80333/6327/50801/3765/3783/3787/56660/2897/9132/3782/3749/7881/169522/3747/3777/30820/3752/23415/3788/3737/10060/131096/358/3741/348980/3736/30819/3773/3745"
"GO:0101002","CC","GO:0101002","ficolin-1-rich granule",170,0.425032354046422,1.79086037162623,7.21892646516007e-06,0.00039283815592943,0.000310200445078255,5850,"tags=52%, list=30%, signal=37%","2357/10288/8778/5478/6556/101/5223/5265/2207/5709/3310/4332/3689/7130/1604/4318/3687/9535/100049587/11314/51411/23406/1508/1476/1520/2495/6993/1/5683/3608/79930/1378/8655/527/10213/5315/124583/3071/4860/10092/2950/1522/5718/5686/26578/272/9861/10549/11333/411/1915/51806/5717/374403/7226/5713/3146/1512/3101/1509/2358/79169/55276/5708/5689/10097/51071/3312/116844/7077/83858/51646/5701/2547/10159/3916/2720/387/55860/2992/5695/5702/10694/161/83716/5719/2990/5879/5269"
"GO:0001913","BP","GO:0001913","T cell mediated cytotoxicity",50,0.60238907770927,2.0986973918208,7.38287216823818e-06,0.000399026662426206,0.000315087132994626,4339,"tags=50%, list=22%, signal=39%","909/154064/910/80328/80329/2213/913/100507436/3575/5788/3107/3136/51571/912/3594/3071/8772/3004/911/3251/51561/1075/1512/6375/3592"
"GO:0140014","BP","GO:0140014","mitotic nuclear division",264,0.376596169369385,1.67271392910226,7.48645584229752e-06,0.00039919390380573,0.000315219193359895,3126,"tags=27%, list=16%, signal=23%","26065/332/11065/54443/4751/4605/9787/29128/699/27338/147841/9212/5347/113130/24137/4085/10615/6790/22974/991/83540/983/9493/11004/51203/11130/891/51529/23397/146909/995/5902/10403/221150/9088/7272/9319/64151/2491/255324/286151/6152/81930/84722/55143/9928/6795/29127/940/348235/701/3553/5901/9700/9055/83903/8815/3552/90417/1111/81620/3832/54998/23212/26271/387893/11200/126353/27243/1761/57082/1028"
"GO:0099177","BP","GO:0099177","regulation of trans-synaptic signaling",448,-0.354306199688064,-1.60421764066028,7.44799204265368e-06,0.00039919390380573,0.000315219193359895,3306,"tags=27%, list=17%, signal=23%","10815/6844/10858/4137/27185/107/55638/3908/4208/5581/5595/9187/9145/1959/8291/8526/1949/23085/29/2899/6344/23345/5152/57406/3092/5802/4311/26232/9101/2670/84502/6558/440279/22849/5334/2893/65018/4804/26059/1141/2913/57596/627/869/152404/5071/1906/5743/66000/6812/2894/134/64084/79772/3356/2897/5030/9229/259232/9890/4297/1812/5028/9899/22987/6285/6623/2047/85358/1630/4130/5577/23732/1395/4131/6792/1268/23236/23237/1956/5100/9378/57502/3815/85445/55607/2852/320/23349/6376/1813/10718/729956/693122/9590/154/114/4889/1816/4915/1128/2917/5021/22871/477/26045/6869/9211/5649/11170/2890/91851/2904/148/3745/2891/347730/56301/9370"
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation",165,0.43966697887996,1.85041385613918,7.55237510707521e-06,0.000400024134838084,0.000315874776408198,4377,"tags=41%, list=22%, signal=32%","159296/11006/6046/284194/7292/28639/941/3559/28638/430/56253/942/50943/2529/729230/51176/915/84433/3458/3606/26279/28755/54440/3561/4063/114836/10148/1604/9308/917/5788/940/919/11314/91543/3702/8320/3594/57705/944/50856/1794/654346/916/1514/6146/3071/1880/4860/92196/51561/57089/3718/10538/29126/7535/4818/3146/2625/6461/3662/30968/639/6375/6693/3592/64926"
"GO:0032279","CC","GO:0032279","asymmetric synapse",310,-0.376659893700898,-1.63971495538683,7.6329175988798e-06,0.000401612783596689,0.000317129235896296,4996,"tags=39%, list=25%, signal=29%","10564/78999/23767/54583/6505/6252/118/392862/54413/2903/7249/11122/10486/1838/1948/85461/1500/23362/80315/28964/2043/2066/10243/120/150/1740/26052/8825/613/119/56924/7779/9829/6801/659/1855/29904/9478/9026/9867/27185/8502/107/4897/9455/158866/8516/8997/388135/2059/8661/4038/1949/2899/8927/1821/79870/54477/5802/491/9101/25945/22849/145581/2893/4804/3708/3188/160622/2913/152404/5071/64506/747/66000/2894/22997/134/64084/10142/2897/9201/9229/9890/94030/5028/11346/165257/577/85358/1630/2039/4131/6792/5064/27445/23237/440073/57502/5063/55607/2852/6711/22866/9194/729956/114/91584/4915/1128/2917/22871/26045/6854/4842/100131897/2890/2904/401190/2891"
"GO:0002821","BP","GO:0002821","positive regulation of adaptive immune response",117,0.473671394426761,1.89755808740365,8.47481700889333e-06,0.000442976454839852,0.000349791616156539,2062,"tags=26%, list=11%, signal=24%","6046/909/2209/154064/910/7292/80328/64581/80329/6556/50943/729230/6504/3606/913/695/54440/100507436/1604/54209/5788/940/3107/3136/7037/51571/912/91543/3553/3594/10673"
"GO:0032869","BP","GO:0032869","cellular response to insulin stimulus",189,-0.431141875293715,-1.77799007228148,8.56113961235317e-06,0.000444563753072849,0.000351045009216546,4331,"tags=33%, list=22%, signal=26%","132864/9734/11132/9564/23411/5290/23038/2549/8850/2875/3625/1979/80318/26060/29904/114882/5781/4641/6654/6844/5595/23175/4303/143686/55023/79746/8837/5164/5295/5286/376497/55667/9882/10014/8648/2865/64506/3667/2241/2308/140710/324/858/23189/64397/23235/23371/8660/9021/3481/10580/2690/2822/5140/5468/6517/3484/5166/116085/5105/9370/286753/3952"
"GO:0031674","CC","GO:0031674","I band",129,-0.480338706173683,-1.8969852665351,8.7249179353721e-06,0.000450073155191221,0.000355395449629317,4838,"tags=49%, list=25%, signal=37%","55742/10979/288/8572/89/1465/200539/84676/10529/274/81/81493/2317/5525/1073/9124/5530/6262/8850/51778/70/57158/4659/28954/3728/6261/23363/3753/286/493/91977/29964/1410/84700/6521/7273/8470/84033/6323/6331/6263/91156/11346/55800/859/2318/667/11155/4660/9499/23224/5239/171024/3741/3270/287/1756/100820829/845/9722/339855/9457/1674"
"GO:0008217","BP","GO:0008217","regulation of blood pressure",162,-0.447536141595509,-1.82184168818878,8.78053354998606e-06,0.000450073155191221,0.000355395449629317,1942,"tags=36%, list=10%, signal=33%","2982/659/2767/4088/133/1889/65125/2740/64167/6340/6196/4886/59272/2028/89797/2837/143872/5465/6338/2865/153/94/1906/5743/134/4041/5125/10391/10266/8870/4012/1910/1579/185/4846/9283/1268/552/80763/10060/1813/1908/66002/56670/147/9365/154/5468/1816/151/5021/477/554/6869/4881/4842/148/9370/3952"
"GO:0002708","BP","GO:0002708","positive regulation of lymphocyte mediated immunity",108,0.476903218399124,1.88046793697013,8.94130795209532e-06,0.000455376228714085,0.000359582964875088,2027,"tags=28%, list=10%, signal=25%","909/2209/154064/910/7292/80328/80329/4068/56253/50943/6504/3606/913/695/54440/7409/114836/100507436/1604/54209/5788/940/3107/3136/7037/51571/912/91543/3553/3594"
"GO:0001914","BP","GO:0001914","regulation of T cell mediated cytotoxicity",42,0.637128638749399,2.13732260066517,9.18085697821223e-06,0.000464598144534371,0.000366864951995608,3230,"tags=45%, list=16%, signal=38%","909/154064/910/80328/80329/2213/913/100507436/3575/5788/3107/3136/51571/912/3594/3071/8772/911/51561"
"GO:0042310","BP","GO:0042310","vasoconstriction",79,-0.547128471085357,-2.00741536522836,9.30545288502284e-06,0.000467922931465231,0.000369490334408635,2718,"tags=39%, list=14%, signal=34%","624/59272/5286/152/6640/143872/8864/6338/3680/1906/5743/1131/3356/79987/1910/185/857/146/1956/552/3741/1908/147/1816/151/5021/477/554/6869/148/3952"
"GO:0007189","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",127,-0.478860558267554,-1.88464266552904,9.44156801020793e-06,0.000471781495855987,0.000372537208479571,3887,"tags=48%, list=20%, signal=39%","2828/57561/9693/19/5744/57211/133/2776/2740/7253/54331/1902/165082/115/5745/23266/107/55366/7432/10149/22859/493/266977/5733/152/10203/153/2774/109/5350/222487/10266/111/10268/1812/196883/5737/64123/577/221395/1901/283383/1268/146/118442/2852/347088/1813/2830/2835/147/154/114/1816/151/23284/4842/2587/56246/148/3973"
"GO:0001912","BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity",56,0.594951631890757,2.10641879597932,1.02655942327846e-05,0.000509750913621708,0.000402519352811816,3355,"tags=46%, list=17%, signal=39%","909/154064/910/26228/80328/80329/4068/56253/7305/913/7409/114836/100507436/5788/3107/3136/51571/912/3594/3902/8772/6688/911/10666/51561/3684"
"GO:0045834","BP","GO:0045834","positive regulation of lipid metabolic process",103,-0.507841038193758,-1.93813437174505,1.04788298988669e-05,0.000517107475444086,0.000408328383113743,4103,"tags=38%, list=21%, signal=30%","64137/8013/10062/8850/133/9572/4137/5581/83643/335/9104/1581/57406/27329/376497/5465/5743/3667/440503/10891/134/1066/3356/949/26137/8660/654/221395/10580/57104/552/225/2822/5468/345275/51085/13/5105/9370"
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",171,0.425214743071527,1.78832296209692,1.0571895914305e-05,0.000518479710118229,0.000409411953536438,3795,"tags=33%, list=19%, signal=27%","11006/6046/909/2209/154064/910/259307/7292/80328/64581/941/80329/6556/430/50943/2529/729230/2213/6504/3606/913/695/84868/54440/1380/100507436/1604/3575/54209/5788/940/3107/3136/7037/51571/912/91543/3553/3594/10673/3586/1378/51010/3071/8772/911/10666/7454/51561/3718/10538/29126/55061/5777/3146/2625"
"GO:0019433","BP","GO:0019433","triglyceride catabolic process",20,-0.768857028195776,-2.14440862539401,1.08703359843002e-05,0.000526614752410155,0.000415835702608662,776,"tags=45%, list=4%, signal=43%","440503/57104/11343/2822/338328/4023/338/13/3991"
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity",135,0.458315417332044,1.87817727117017,1.08274092745403e-05,0.000526614752410155,0.000415835702608662,1765,"tags=24%, list=9%, signal=22%","4312/4319/4322/56649/4321/23430/4314/7177/64499/5624/3817/10699/7093/9622/5328/2191/4323/3003/101/3002/1511/2155/629/1515/1513/203100/2161/255738/354/90701/3001/4318/162494"
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis",106,0.483715115051489,1.9021575577534,1.11982763679441e-05,0.000539213974201914,0.00042578454324049,3230,"tags=39%, list=16%, signal=32%","6278/6356/6279/3627/6280/1907/54210/7857/6373/3576/6364/5478/2919/1800/4283/57402/2207/6504/719/3929/1236/3689/7409/7130/4192/728/5919/3553/120425/284340/10344/5880/7057/6372/3071/10563/5479/6846/1525/708/51561"
"GO:0060048","BP","GO:0060048","cardiac muscle contraction",131,-0.470822431613741,-1.86514307590194,1.14331332094138e-05,0.000547206285233689,0.000432095586100863,2803,"tags=34%, list=14%, signal=29%","3753/1829/3759/1193/59272/8913/23171/23630/6326/6640/7273/6327/5608/134/6323/6331/781/10142/2257/5350/11280/8654/55800/859/6335/857/2934/3752/6330/10060/3741/3270/287/6328/1756/147/845/9722/6332/477/4842/29119/6329/148"
