"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0003158","BP","GO:0003158","endothelium development",127,-0.505905681037514,-2.05065976514728,6.35597539492041e-08,6.55821097566788e-06,5.19773681646123e-06,4396,"tags=52%, list=22%, signal=41%","55810/9414/4089/2246/90627/5962/2889/9475/659/4669/118/7414/182/5908/23493/3084/694/55897/3988/4851/4478/5906/5802/388/7082/9294/56033/9693/4233/23462/80781/54567/25932/5629/2701/3215/23236/57493/8321/3209/10411/94/26051/6935/3791/654/1003/1906/54345/7075/11167/8829/5175/8322/55273/54538/7122/947/64102/1901/1910/64321/81575/5138/84913/4855"
"GO:1905954","BP","GO:1905954","positive regulation of lipid localization",101,-0.547844050487234,-2.13356393513252,6.90681509940132e-08,7.03521102112096e-06,5.57578514502276e-06,2858,"tags=42%, list=15%, signal=36%","56729/4481/949/5444/5321/23461/1579/4828/22925/114897/1066/51703/8600/2180/2170/1601/1149/123/654/1906/19/1071/10396/4035/8792/5608/718/1582/5727/9370/32/857/80820/154664/5468/5360/4023/1588/338/948/10351/2587"
"GO:0034762","BP","GO:0034762","regulation of transmembrane transport",411,-0.36820853695725,-1.71085591107783,7.18480971550528e-08,7.22573584679613e-06,5.72678637150601e-06,3141,"tags=30%, list=16%, signal=26%","51083/7220/6640/1389/8501/8013/3755/57463/5371/3753/7015/5997/285966/3783/6327/117532/1318/65268/55800/25999/6622/6331/150/55917/5142/30818/196527/8218/4208/23433/2534/6375/57158/63928/785/2048/5243/817/1131/6546/5621/3688/55151/84502/2904/23072/8660/3759/1815/2852/85358/54997/2259/5295/51703/5587/57165/79026/2180/3270/1756/9481/342667/2257/10580/57520/187/1908/30820/1193/9472/30819/7402/1906/59272/5311/6330/1813/6769/274/388336/3787/859/781/7222/2171/338557/7881/718/9002/28954/100507537/482/3479/3764/845/4842/477/130497/9370/3773/23630/857/287/6376/55022/7225/5348/1393/3768/5354/5350/3952/3788/2273/154/126755/22871/5649/3973/117/2719/10345/28999/1804"
"GO:0090090","BP","GO:0090090","negative regulation of canonical Wnt signaling pathway",130,-0.503634829616992,-2.04443397899986,8.07296084164009e-08,8.01745923585382e-06,6.35426996772251e-06,4163,"tags=45%, list=21%, signal=36%","4089/6662/1500/3487/27130/6934/9113/139285/55612/169200/51339/324/55897/84133/4851/2487/8313/27122/85407/25928/79960/153090/22881/27123/4163/7481/92162/25937/26524/2735/147111/100113407/27121/23072/7091/83999/8321/9096/2308/7088/1601/80114/63923/6591/388336/27303/6422/5071/152573/1958/6663/857/3489/650/6424/64321/6425/2719/3484"
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade",274,-0.402088980599329,-1.7947174884897,9.07293484317255e-08,8.89931695419826e-06,7.05318989367878e-06,3855,"tags=39%, list=20%, signal=32%","406937/5908/2149/5595/10318/3735/10344/11117/3084/64762/8837/65009/4853/5781/10392/2255/4851/3690/408/5906/100506013/920/2324/153090/1436/57556/2633/8685/1230/195827/1848/1849/65268/1950/9693/2043/6375/10979/2048/3356/388121/1969/56034/2950/9270/161742/338761/7018/5578/3491/2852/6846/9258/799/10252/5734/55885/8600/5322/1490/3061/140885/57447/80310/222166/10457/5156/4609/57007/1601/3791/7010/2192/678/1906/5159/59272/2358/2047/1813/407006/8829/152007/338557/1852/3479/148/9370/7099/5320/3123/9590/2247/54550/6376/5028/650/151306/10253/1956/284/9464/168667/948/6357/5021/285016"
"GO:0000775","CC","GO:0000775","chromosome, centromeric region",243,0.444754396829884,1.85122229063668,9.20676616946303e-08,8.92045819711997e-06,7.0699454718521e-06,3942,"tags=29%, list=20%, signal=24%","8362/4751/83540/8365/1063/7153/51412/1616/8360/55355/57082/5347/699/57405/9212/64151/10615/332/8363/54821/151648/1062/221150/56155/11130/10403/401541/701/11004/55143/50511/1058/157570/2146/147841/6790/113130/79682/3070/5314/79019/2491/4085/151246/81930/84787/9735/7405/891/9184/64105/991/7272/3835/3012/10051/8364/5905/79075/5664/9985/91687/1786/11177/10734/11243/196528/9555/55732/51548/27127"
"GO:0090066","BP","GO:0090066","regulation of anatomical structure size",477,-0.347265934395757,-1.62527501350502,9.78164897104736e-08,9.36327723794835e-06,7.42090350599941e-06,4195,"tags=36%, list=21%, signal=29%","5341/1636/830/5962/64798/89780/9475/3779/624/659/1954/118/10602/9113/1946/51474/11078/6557/2149/29766/5728/11013/163782/23075/10344/85477/3363/5290/93661/8440/2241/9873/9990/8301/3269/8864/6792/4478/23645/6915/2837/2039/53841/5592/6560/6640/5802/4690/10800/51429/80852/130271/57556/10501/4133/5997/93663/80031/3783/9732/952/6708/1816/152/150/2006/10435/196527/120892/257313/3356/91584/6648/1131/6546/286527/23189/9270/55243/3688/4313/10242/4131/3897/27345/90952/51393/1291/2852/3680/85358/6585/2982/23111/361/8850/1002/1630/1826/79890/5587/25802/6344/1073/10371/54437/4846/120/146/119/10000/23580/1908/5063/25959/9037/2296/57611/23566/29767/1906/59272/2934/6387/196740/10365/256949/81553/143872/274/133/7111/79822/151/859/2059/6649/8829/56920/358/10083/7504/3764/4842/477/554/148/147/3672/3043/857/56963/6711/10178/185/3741/23500/4881/1440/6869/5028/9353/3952/1956/1910/154/223117/79987/552/5021"
"GO:0042277","MF","GO:0042277","peptide binding",271,-0.401100673631063,-1.78819702578979,1.04614075546048e-07,9.89474797873039e-06,7.84212280597068e-06,2915,"tags=28%, list=15%, signal=24%","2891/1191/4481/949/51752/8685/567/4012/2893/2043/1215/2048/11251/23621/5746/1395/81618/2892/5621/2904/7855/3117/9340/5125/799/5295/10203/712/6344/3061/1240/5540/100996758/4883/30819/5745/114928/2944/3339/2358/4035/10316/9478/338557/2346/9452/8322/554/285601/7099/3929/321/6751/3123/320/206338/30835/29953/4881/1393/5468/4311/1910/2890/154/2690/22871/3973/117/552/948/5021/84570/3127/2587"
"GO:0002040","BP","GO:0002040","sprouting angiogenesis",132,-0.50282151140703,-2.05266201771443,1.08177228709876e-07,1.01113892011761e-05,8.01382268907094e-06,3807,"tags=48%, list=19%, signal=39%","2050/3678/2624/4215/10266/1948/221074/3164/4851/6915/3716/100506013/7423/2324/9734/57556/7082/6091/7424/54567/301/1960/56999/1969/9270/3688/30832/161742/57381/90139/3586/1012/55742/187/94/9314/26051/10000/3791/161198/84870/9037/7010/2822/63923/196740/10365/407006/8434/8829/3592/4223/79812/57608/25960/2247/147372/9982/185/9353/284/168667/7049/2277"
"GO:0005925","CC","GO:0005925","focal adhesion",408,-0.366063500739344,-1.68850056807975,1.10098370109893e-07,1.01712970991058e-05,8.06130293754444e-06,5159,"tags=39%, list=26%, signal=30%","10278/6193/5500/6124/8874/6237/6208/5898/6217/6207/8826/60312/966/2195/6223/2275/6156/950/4627/6160/7532/4736/6201/91624/6189/6143/5501/9902/6129/6840/5604/667/2768/6202/1465/5962/6125/6181/5829/23114/2316/7070/85440/3482/118/2242/3693/7414/9124/55612/51474/11078/23521/390/3678/5595/64759/89/129804/1266/6146/6133/1948/9358/402/4810/29780/57091/1466/23603/10982/4478/55679/3690/81848/975/308/51056/3716/23371/1264/91179/143903/388/4082/23092/23164/10174/567/83692/7094/7052/10544/85458/726/301/55901/6386/10979/8516/9448/23767/374872/976/1969/3655/3688/22800/83660/3897/11170/90102/30011/2022/7431/83478/57477/83543/8321/1012/79026/23768/4162/55742/54518/79834/10580/8462/10395/1601/9173/57514/6645/7010/10391/5159/858/2934/3339/2321/4035/859/8829/847/3672/6641/9590/857/4921/2037/9754/5239/7145/1803/171024/4311/1956/2318/2273/58480"
"GO:0120161","BP","GO:0120161","regulation of cold-induced thermogenesis",143,-0.487365238519921,-2.01195336482622,1.25535497390446e-07,1.14641324915758e-05,9.08594489279674e-06,3983,"tags=41%, list=20%, signal=33%","85440/5334/7030/58488/89/324/10062/9572/8864/4851/23175/83401/3033/7067/4012/7480/10891/8809/57561/1051/5746/56034/133522/10400/50486/51393/4858/2180/249/63976/1240/1149/9444/23090/4883/57406/55366/5608/23228/2171/338557/3910/33/9370/7099/857/11096/2167/3397/2034/1734/3953/216/3952/154/64641/948/5021"
"GO:1905952","BP","GO:1905952","regulation of lipid localization",152,-0.482108784830364,-2.00915759322873,1.32956695761719e-07,1.19948135508668e-05,9.50653832748634e-06,2922,"tags=34%, list=15%, signal=29%","1408/56729/4481/5465/949/5444/5321/1950/23461/1579/4828/57540/8660/22925/114897/1066/51703/8600/2180/5443/2170/1601/1149/123/654/1906/19/1071/10396/4035/8792/5608/718/3569/1582/5071/5727/9370/32/857/80820/185/154664/5468/5360/3952/4023/1588/338/948/10351/2587"
"GO:1901681","MF","GO:1901681","sulfur compound binding",229,-0.426169838650953,-1.86827488325364,1.3436606746723e-07,1.19948135508668e-05,9.50653832748634e-06,3505,"tags=34%, list=18%, signal=28%","83716/30008/2260/8828/55501/2255/149998/7423/5802/154743/79690/51816/64094/6288/5095/5549/2799/7058/64093/655/5118/59271/5091/4337/2254/2950/27010/3491/6585/9508/91522/340267/1490/79625/4856/10457/84870/9037/50509/1809/2944/11167/4035/6649/8829/1842/3075/6422/33/4353/6403/5727/151887/32/2247/9510/2200/9982/11096/10178/947/7060/64388/6372/2252/9353/4023/8839/284654/6586/7049/338/3990/7123/26577/84570/60495/7148"
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation",59,0.651969049815335,2.18084507240112,1.41730923358341e-07,1.25116909564669e-05,9.91619162022919e-06,2910,"tags=44%, list=15%, signal=38%","83540/1063/11065/57082/5347/699/57405/9212/9700/332/9787/56155/11130/10403/701/55143/9319/147841/4085/9735/891/9184/991/7272/83903/7517"
"GO:0048662","BP","GO:0048662","negative regulation of smooth muscle cell proliferation",49,-0.656870478560312,-2.2410701937897,1.4806936173325e-07,1.28305765422128e-05,1.01689256898436e-05,4284,"tags=63%, list=22%, signal=50%","2768/7128/659/406937/5728/65009/30008/5592/1264/4208/10891/25817/7432/3488/6648/3486/8862/2852/3586/57447/4846/9314/347/59272/3592/9370/4881/93649/5468/650/4969"
"GO:0042552","BP","GO:0042552","myelination",147,-0.484143383967078,-2.0028473346588,1.48573070092332e-07,1.28305765422128e-05,1.01689256898436e-05,4055,"tags=46%, list=21%, signal=37%","3074/5604/79152/1075/83742/23114/200576/4664/2824/5595/81615/5728/56288/11076/256987/5454/1272/6326/9334/23175/79628/152189/50846/57463/9514/6654/1191/81846/5915/10215/4118/4155/1959/51090/6497/7851/7368/10397/1291/23136/3400/83700/5653/84668/27242/9444/7133/58494/23205/5453/4915/57211/9331/7504/1902/118738/6663/57716/287/10810/7122/163175/225/5803/5354/443/4359/4653"
"GO:0043534","BP","GO:0043534","blood vessel endothelial cell migration",121,-0.512371809766284,-2.04431053397977,1.55775462370883e-07,1.31663409418794e-05,1.04350371321682e-05,4688,"tags=53%, list=24%, signal=40%","4627/25/5743/100126351/5286/23411/958/493/90627/5547/27286/22846/2050/2624/4215/6776/1948/1545/3164/2260/4851/6915/9734/3091/949/6091/7424/4208/54567/301/1960/1969/9270/3688/161742/5578/57381/5587/285/28984/2113/4846/94/9314/10000/154796/3791/161198/2822/1003/54345/407006/8829/4223/79812/57608/2247/9982/3397/5468/9353/284/7049/51378"
"GO:0060271","BP","GO:0060271","cilium assembly",362,0.401459415722155,1.73341548810801,1.54917666128785e-07,1.31663409418794e-05,1.04350371321682e-05,5308,"tags=38%, list=27%, signal=28%","1767/27019/352909/84229/51364/50487/9148/6101/54777/93233/286207/25876/2302/123872/345643/255101/85452/115948/26074/64284/221481/8382/89876/138162/89765/10309/117177/64518/10677/143941/347240/146279/51314/1952/56171/55036/3766/146562/9727/23639/51473/80217/55779/27285/54768/80210/197335/8481/158297/9480/89891/79925/150483/7802/81492/6674/5314/388389/27148/85478/10733/25886/136332/146754/1769/254050/4117/257236/117178/154313/219844/84058/85462/152206/284001/80127/83538/161582/3754/90355/57096/79874/55262/9742/23329/8632/79867/80199/11127/127254/4957/123811/7419/11158/57216/127733/79846/9738/145788/255758/387885/28981/64792/585/8729/6738/26140/65999/200162/91147/10198/285331/56683/3985/401024/84140/57560/207/374407/403/221908/80184/202018/392509/79989/339829/9001/2622/79598/112752/55764/92344/27152/123016/79600/84984/200894/80776"
"GO:0019229","BP","GO:0019229","regulation of vasoconstriction",61,-0.627504100879209,-2.22140678799759,1.58194758114297e-07,1.32300774022956e-05,1.04855517234318e-05,3256,"tags=61%, list=17%, signal=51%","3269/8864/6915/6640/10800/9732/952/152/150/3356/1131/3688/4313/10242/27345/3680/120/146/1908/1906/59272/143872/133/151/477/554/148/147/857/185/3741/6869/3952/1956/79987/552/5021"
"GO:0048880","BP","GO:0048880","sensory system development",346,-0.373978933143907,-1.69655193810153,1.64788813110307e-07,1.36379908350144e-05,1.08088451757221e-05,2468,"tags=27%, list=13%, signal=24%","64093/655/7068/7275/54567/23554/25932/6909/8842/5629/491/2048/1969/94233/6497/2254/7472/4041/161742/7855/10370/668/57381/5308/7431/146862/5176/7482/10252/1826/2295/712/10371/10461/5797/94/9314/220/170692/5156/6935/1282/3791/2296/284217/654/4286/27151/1735/221935/8736/5159/22899/4915/196740/2047/2321/1813/7111/10763/348980/8829/25945/1028/718/116039/4094/358/2202/4081/10083/8322/2779/10319/57030/362/7475/64805/5950/2247/2200/30812/94137/131544/8854/8076/7048/10253/1956/5457/10218/91851/1641/340273"
"GO:0005911","CC","GO:0005911","cell-cell junction",483,-0.346289619881794,-1.62363184800882,1.74991115040339e-07,1.43330351442834e-05,1.13597053735356e-05,4112,"tags=37%, list=21%, signal=30%","2707/1500/5829/23114/157378/60437/200576/2316/659/118/1946/1740/64236/7414/9124/182/5908/29766/3678/10163/4771/9459/1266/56288/8531/324/3909/1948/54532/1006/5290/2241/1823/4810/11007/23150/6324/1015/4851/6326/125111/4478/55679/55114/3690/55966/1824/3801/4690/2705/7082/55691/117583/84552/11155/79652/11149/83692/7094/10791/6331/7223/84623/9693/51294/2043/5493/5583/25932/83604/301/5010/6386/10979/51421/10052/10413/2196/23767/5420/1969/3655/6546/2701/6323/79983/55243/149461/3688/126374/6442/10397/7855/9265/4354/51208/90952/3759/26025/30011/23136/5295/83478/375519/57477/57493/1002/83700/5317/84952/1012/5587/57165/83872/79026/23768/154810/794/137075/23336/10580/5797/4856/120/1828/23580/8825/11346/154796/284217/9472/9075/58494/7010/1003/28316/364/57863/5311/6330/54922/51678/859/9073/25945/5175/8322/1004/57608/477/8613/1010/287/7122/3737/5101/114800/29091/7225/3741/79827/5348/23037/5239/29119/1803/23284/3815/9071/147409/2890/220296/1674/117/1005/5021/28513"
"GO:0045444","BP","GO:0045444","fat cell differentiation",222,-0.432394887031928,-1.90016295320666,1.78965139628201e-07,1.45089595341434e-05,1.14991349651547e-05,3903,"tags=39%, list=20%, signal=31%","6934/4091/182/7030/169200/2624/28951/9572/3164/11007/2255/8864/2487/283927/55908/3625/5919/1389/8013/8313/56729/4037/51752/84159/79068/5997/25999/7480/655/252995/25937/10891/1959/10979/1051/7704/10413/11197/3356/6648/7538/4041/1052/338761/65989/2852/862/23236/3400/9935/688/55885/63976/2308/2170/1240/9314/5156/8651/2869/1050/678/84230/6591/6517/23414/338557/6422/3569/3764/83643/9370/30812/2167/221395/5468/56301/650/3952/4023/79689/154/84935/64641/2662/374462"
"GO:0044853","CC","GO:0044853","plasma membrane raft",106,-0.532722690756048,-2.08352991009962,1.89989290137789e-07,1.52471203044923e-05,1.20841672897847e-05,2831,"tags=38%, list=14%, signal=32%","6608/949/11149/6331/7223/4118/120892/3356/8611/161742/1012/3037/10580/4846/119/10395/9472/858/284119/83483/859/3751/30846/51338/477/5727/148/147/3991/857/7035/57126/3741/5348/7048/114/8436/5740/117/948"
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation",62,0.638523703293442,2.15512751248025,1.9596510272374e-07,1.55694274114012e-05,1.23396130999307e-05,2910,"tags=42%, list=15%, signal=36%","83540/1063/11065/57082/5347/699/57405/9212/9700/332/9787/56155/11130/10403/701/55143/9319/147841/4085/9735/891/9184/991/7272/83903/7517"
"GO:0000280","BP","GO:0000280","nuclear division",405,0.390192842778536,1.69646858250212,2.11870605049177e-07,1.66664550209476e-05,1.32090667994182e-05,3621,"tags=29%, list=18%, signal=24%","56154/126353/29128/259266/4751/54443/83540/63946/1063/7153/9088/9928/24137/146909/9633/11065/285643/57082/5347/699/57405/54456/4288/644186/4605/22974/90990/9212/9700/9493/64151/995/101928601/10615/332/9787/51203/151648/1062/221150/56155/11130/10403/124817/3832/11022/701/11004/147872/55143/50511/9319/983/23397/9134/147841/197342/9055/347688/6790/113130/84722/1731/10609/83990/9232/4603/84215/388553/27338/2491/4085/150365/3306/1164/81930/9735/3976/891/9184/286151/7474/64105/29127/56159/991/283129/26993/5888/7272/83903/54361/146956/3835/2177/7517/2175/7283/10051/675/79884/10040/9133/29098/10635/84057/152185/9985/64793/25788/245711/10734/8438/9585/284071/79703/158401/4438"
"GO:0043269","BP","GO:0043269","regulation of monoatomic ion transport",405,-0.359445357825515,-1.65987481329588,2.15375288724973e-07,1.67760457737246e-05,1.32959233968296e-05,2673,"tags=28%, list=14%, signal=24%","1230/285966/3783/6327/117532/567/1318/65268/55800/6622/6331/150/5142/30818/162514/1950/196527/2534/6375/7432/57158/945/63928/785/2048/5243/3356/817/6546/5621/3688/55151/84502/2904/23072/7018/3759/1815/51393/2852/85358/54997/2259/5587/57165/79026/3270/1756/342667/2257/4846/57520/187/1908/30820/1193/9472/30819/7402/1906/5159/1128/5311/6387/6330/1813/6769/274/154215/3787/150094/859/781/7222/2564/7881/9002/28954/100507537/482/3764/845/4842/477/130497/3773/64805/23630/5187/857/287/6376/7225/3741/5348/5593/3768/1268/5028/5354/5350/3952/9071/3788/2273/154/126755/5649/3973/117/10345/1804"
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade",166,-0.457421000692507,-1.92343892529028,2.26774368747011e-07,1.74924500941262e-05,1.38637125584529e-05,3826,"tags=42%, list=20%, signal=34%","5908/2149/5595/10344/3084/64762/8837/65009/4853/5781/10392/2255/4851/3690/408/5906/100506013/920/2324/1436/8685/1230/195827/9693/6375/10979/3356/388121/56034/5578/2852/6846/9258/799/5322/1490/3061/80310/222166/10457/5156/57007/3791/7010/5159/2358/1813/8829/152007/338557/3479/148/7099/5320/3123/9590/2247/54550/6376/5028/650/151306/10253/1956/284/9464/168667/948/6357/285016"
"GO:0001659","BP","GO:0001659","temperature homeostasis",171,-0.454497460385952,-1.91637180353576,2.30252525365185e-07,1.75899645579461e-05,1.39409980438718e-05,2711,"tags=37%, list=14%, signal=32%","324/10062/9572/10644/8864/4851/23175/83401/3033/79068/7067/4012/7480/10891/8809/57561/1051/3356/5746/56034/133522/10400/50486/51393/4858/8600/2180/249/63976/2308/1240/1149/9444/23090/4883/57406/55366/1813/8792/5608/23228/2171/338557/3910/33/9370/7099/1958/857/11096/2167/3397/2034/1734/3953/1268/216/3952/1910/154/64641/948/5021"
"GO:1990874","BP","GO:1990874","vascular associated smooth muscle cell proliferation",63,-0.606125435446986,-2.15427912954367,2.34245605112437e-07,1.77245841201744e-05,1.40476913261413e-05,3124,"tags=43%, list=16%, signal=36%","5592/8013/1264/7015/3248/4208/25817/3488/6648/2254/8862/4217/4313/2852/10203/3586/3725/57447/1906/407006/3479/9370/2247/9510/4921/93649/5468"
"GO:0005901","CC","GO:0005901","caveola",79,-0.584175938501322,-2.18102835985827,2.37886377784696e-07,1.78302572782963e-05,1.41314430179548e-05,2831,"tags=43%, list=14%, signal=37%","6608/949/11149/6331/7223/120892/3356/8611/161742/1012/10580/4846/10395/9472/858/284119/83483/859/30846/477/5727/148/147/3991/857/7035/3741/5348/7048/114/8436/5740/117/948"
"GO:1905818","BP","GO:1905818","regulation of chromosome separation",72,0.608330122266792,2.09918548288402,2.63727108250507e-07,1.94634454881712e-05,1.54258329846961e-05,3019,"tags=40%, list=15%, signal=34%","83540/1063/11065/57082/5347/699/57405/9212/9700/64151/332/9787/56155/11130/10403/701/55143/9319/23397/147841/4085/9735/891/9184/991/7272/83903/7517/10051"
"GO:0007626","BP","GO:0007626","locomotory behavior",182,-0.439274291824013,-1.87635645017705,2.64575470449653e-07,1.94634454881712e-05,1.54258329846961e-05,2200,"tags=27%, list=11%, signal=24%","120892/111/57561/785/6648/6323/1815/2911/27306/1826/3235/257194/2019/5153/894/2257/10752/220/7345/84152/6387/1813/58524/7111/55084/2059/3751/64072/8322/477/5071/6886/3620/321/1958/3218/320/6414/163175/460/80243/1803/54112/114/5649/5179/55079/4009/347730"
"GO:0046890","BP","GO:0046890","regulation of lipid biosynthetic process",155,-0.459339034970152,-1.9206062071992,2.70046842025658e-07,1.96836895403106e-05,1.56003883051423e-05,2218,"tags=26%, list=11%, signal=23%","5629/9563/3356/9104/3491/2852/1066/8850/2908/10580/2170/1581/653/1601/654/57406/2822/80816/6591/133/150094/6615/2171/5105/718/33/83643/1958/8644/51085/225/221395/650/3952/3973/338/552/345275/5166/190"
"GO:1901652","BP","GO:1901652","response to peptide",470,-0.346699086812847,-1.62074499192532,3.02735545620775e-07,2.18657628177914e-05,1.73297993674974e-05,3909,"tags=32%, list=20%, signal=27%","3645/3030/5573/406937/182/2069/23516/9663/5595/2844/7412/1536/6777/79746/6776/324/1545/2213/8837/5290/3164/51274/2241/694/5781/10392/2865/1281/4303/2888/4851/3690/23175/51083/3716/23371/3625/5919/8013/1398/4690/3033/9734/1513/445/1408/54741/6654/56729/5465/1979/54832/655/84327/2043/5641/23433/2534/6443/1959/2048/3488/54206/23621/8835/1395/64397/23189/5621/4041/4313/4131/84709/9882/9340/5578/8660/1291/2852/7431/799/5295/5176/23236/3586/8850/1583/5587/9021/5443/249/10580/2353/8462/2308/9314/8651/23235/3481/123041/7010/2822/117581/1906/858/6387/121340/10365/2358/6517/143686/4035/8792/133/781/847/64506/5105/5207/3479/3764/5140/9370/7099/1958/1036/857/2770/2200/55022/185/4921/130399/286753/1393/5468/3952/1910/9365/114/2890/7049/154/2690/8471/116085/3973/948/28999/5021/5166/3484"
"GO:0008201","MF","GO:0008201","heparin binding",146,-0.47295506748883,-1.95408549372769,3.08958940171372e-07,2.21142232401941e-05,1.75267176871043e-05,3688,"tags=44%, list=19%, signal=36%","129804/6146/1511/83716/30008/2260/8828/2255/149998/7423/5802/51816/64094/6288/5549/7058/64093/655/5118/59271/2254/3491/6585/9508/91522/340267/1490/79625/4856/10457/84870/50509/11167/6649/8829/1842/3075/6422/4353/6403/5727/151887/2247/9510/2200/9982/11096/10178/7060/64388/6372/2252/9353/4023/8839/284654/6586/7049/338/3990/7123/26577/84570/7148"
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport",260,-0.402713805874102,-1.78923020478226,3.15858944818464e-07,2.24062438980598e-05,1.77581598487223e-05,3863,"tags=38%, list=20%, signal=31%","51474/406937/11255/2824/4547/366/5007/23673/6523/738/10062/114884/27183/5781/2865/3988/3690/51083/6526/24/114876/1191/4481/949/5444/6623/6566/152/7052/6622/150/1950/23461/222962/2550/3356/83849/4828/345274/11309/23208/1815/114897/1137/1066/6530/65018/10257/148281/5443/1581/1601/123264/654/19/1071/9194/364/359/53919/6387/4035/1813/151/358/1582/2779/4842/5071/5727/9370/5950/80704/32/857/3737/80820/185/154664/5468/1268/5028/5360/6581/100509620/3952/3745/1645/1588/338/3990/948/10351/5021/6579/5406/10599/2587"
"GO:0034308","BP","GO:0034308","primary alcohol metabolic process",90,-0.542604278770881,-2.06629013210069,3.93660454491436e-07,2.76781620436678e-05,2.19364400444134e-05,2727,"tags=40%, list=14%, signal=35%","1562/55902/441282/54884/9249/124/128/9563/5959/27010/339761/1583/231/217/220/653/1601/654/10170/127/84649/3479/130/1646/5950/3991/8644/2819/125/8854/650/216/1910/1645/126/5406"
"GO:0098771","BP","GO:0098771","inorganic ion homeostasis",469,-0.338214119850569,-1.57963981579,4.02389822422508e-07,2.80437468346213e-05,2.22261857592931e-05,2677,"tags=26%, list=14%, signal=23%","9709/1230/3263/84239/567/1816/1318/7052/6622/5336/7223/8692/48/130733/100507043/6375/57158/54757/785/4489/491/3356/817/6507/9104/6648/6546/51458/5621/55151/84502/1579/6279/7018/133308/6280/23627/3759/1815/2852/23007/4502/6261/2911/6444/23236/284612/79901/5587/8600/3270/1756/9481/249/3061/794/83636/286097/187/4609/1908/3791/6263/1193/654/9472/123041/5745/2835/1003/4493/1906/858/4501/5311/6387/344905/8326/1813/368/859/7222/4907/64072/9002/482/7504/845/4842/477/57030/857/287/2247/4499/6376/185/2034/7225/3741/6005/4881/1268/5028/6424/5350/1910/9365/114/9899/2038/79689/2890/26507/3973/6332/6357/10345/286133/3736"
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent",144,-0.468890380052016,-1.93864342284758,4.46306404750273e-07,3.08339511803558e-05,2.4437573576349e-05,2702,"tags=42%, list=14%, signal=37%","5549/4584/1293/1297/7058/2006/6678/4240/80781/5118/3912/22795/1292/2199/7980/3491/64129/1291/8483/10418/83872/91522/340267/1284/3915/10516/1282/284217/50509/2192/3339/127435/25890/8425/3910/4147/2202/7373/3908/79812/9370/4239/4811/1306/22915/2200/81578/8406/8076/84034/10875/1634/7450/1805/256158/4969/84570/90187/131873/10216/7148"
"GO:0010817","BP","GO:0010817","regulation of hormone levels",461,-0.341242295166836,-1.59050044761859,4.7652823562299e-07,3.26380761381435e-05,2.58674401587725e-05,2988,"tags=29%, list=15%, signal=25%","27122/115111/3033/1513/3091/1408/54097/56729/81027/1562/7173/6566/952/441282/54884/22841/9249/150/51762/1514/124/10404/100507043/301/51301/7432/1215/9563/111/2550/5959/1131/6447/4826/25976/25924/6567/4041/4828/668/133308/8660/405753/2781/2852/5125/114897/83539/23236/340665/339761/1583/5587/231/338442/8600/5653/5443/2908/2182/2308/4856/220/5156/1908/653/1601/51170/654/2297/117247/2822/56603/1735/1906/59272/10170/53919/127/1813/133/84649/8425/131177/338557/358/1363/6422/3569/8322/5071/9370/130/1428/1646/5950/1958/3123/2044/3991/8644/30812/28231/185/1734/3741/130399/125/1393/6869/8854/1803/5468/1268/5028/650/216/3294/4311/3952/1956/1910/114/3745/8447/2690/1645/7364/1588/3973/126/5406/10599/5126/2587"
"GO:1904705","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation",61,-0.610006178901182,-2.15946296547376,5.300621323762e-07,3.54097057146788e-05,2.80641064668555e-05,3124,"tags=44%, list=16%, signal=37%","5592/8013/1264/7015/3248/4208/25817/3488/6648/2254/8862/4217/4313/2852/10203/3586/3725/57447/1906/407006/3479/9370/2247/9510/4921/93649/5468"
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation",49,0.658403258276617,2.15114416849561,5.50661485479335e-07,3.54097057146788e-05,2.80641064668555e-05,2910,"tags=47%, list=15%, signal=40%","83540/1063/57082/5347/699/57405/9212/332/56155/11130/10403/701/55143/9319/147841/4085/9735/891/9184/991/7272/83903/7517"
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",49,0.658403258276617,2.15114416849561,5.50661485479335e-07,3.54097057146788e-05,2.80641064668555e-05,2910,"tags=47%, list=15%, signal=40%","83540/1063/57082/5347/699/57405/9212/332/56155/11130/10403/701/55143/9319/147841/4085/9735/891/9184/991/7272/83903/7517"
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation",49,0.658403258276617,2.15114416849561,5.50661485479335e-07,3.54097057146788e-05,2.80641064668555e-05,2910,"tags=47%, list=15%, signal=40%","83540/1063/57082/5347/699/57405/9212/332/56155/11130/10403/701/55143/9319/147841/4085/9735/891/9184/991/7272/83903/7517"
