"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbolHER.SYMBOL","symbolHER.GENENAME"
"2978",6.98266975827294,3.35381954492771,0.834130047230192,4.02073939916729,5.80157571362595e-05,0.000336028636458938,"GUCA1A","guanylate cyclase activator 1A"
"114899",918.718474044006,3.35258705881229,0.742499729037468,4.515270413847,6.3236022143625e-06,4.80544748119346e-05,"C1QTNF3","C1q and TNF related 3"
"554282",10.3653159156028,3.34609095132056,0.912829945274567,3.66562355742406,0.000246736647799718,0.0011752960925076,"FAM72C","family with sequence similarity 72 member C"
"28784",63.4028804212184,3.34354497131384,1.10264444012415,3.03229658595784,0.00242700612057078,0.00836985835246319,"IGLV4-69","immunoglobulin lambda variable 4-69"
"101929626",7.26618592135154,3.34180982192367,1.0424178818641,3.20582549480798,0.0013467563460681,0.00506998942415729,"LOC101929626","uncharacterized LOC101929626"
"29089",410.487176268455,3.34041326529157,0.624084908793528,5.35249806272228,8.67482322235153e-08,1.07136277473521e-06,"UBE2T","ubiquitin conjugating enzyme E2 T"
"286827",297.767031523073,3.33701478496923,0.494431392655742,6.74919682394174,1.4866580444827e-11,4.36338587127662e-10,"TRIM59","tripartite motif containing 59"
"4613",106.168892916949,3.33643760155832,0.849773417139355,3.92626732522415,8.62742683950727e-05,0.000475138569144324,"MYCN","MYCN proto-oncogene, bHLH transcription factor"
"5450",190.146229677273,3.33093363712344,0.762645392508913,4.36760474768686,1.25616555838028e-05,8.82105370258017e-05,"POU2AF1","POU class 2 homeobox associating factor 1"
"51155",2062.72102083117,3.32739163392954,0.468485795329594,7.10243868032033,1.22574422240311e-12,4.55150401977942e-11,"JPT1","Jupiter microtubule associated homolog 1"
"171558",6.84488558105975,3.32665014413286,0.904084313552728,3.67957954171367,0.000233618814894006,0.00111988520411048,"PTCRA","pre T cell antigen receptor alpha"
"3049",16.2182674819624,3.32399722171976,0.920853107292525,3.60969322402887,0.000306559346031726,0.0014252792360204,"HBQ1","hemoglobin subunit theta 1"
"646300",73.4804943067316,3.3237849276347,0.741371984046096,4.48328908990448,7.35012464657648e-06,5.49186523707235e-05,"COL6A4P2","collagen type VI alpha 4 pseudogene 2"
"147841",226.121410035282,3.32330498471602,0.603798287032816,5.50399869639809,3.71272293353692e-08,5.01319874896177e-07,"SPC24","SPC24 component of NDC80 kinetochore complex"
"8557",246.146463788556,3.32323356558419,0.611016105597133,5.43886410708678,5.36213333056536e-08,6.98074276753416e-07,"TCAP","titin-cap"
"1592",142.508577280255,3.32095402071843,0.850770599202868,3.90346589765797,9.48249166257172e-05,0.000514853867450515,"CYP26A1","cytochrome P450 family 26 subfamily A member 1"
"7292",147.586910367991,3.31838477087172,0.526417316234378,6.30371507269011,2.90594493904071e-10,6.35870049942323e-09,"TNFSF4","TNF superfamily member 4"
"3589",74.7950840149865,3.3164655819494,0.420189443751156,7.89278653062373,2.9551284409579e-15,1.73467809022217e-13,"IL11","interleukin 11"
"3604",54.7864452630041,3.31342678669492,0.534739133464286,6.19634243940408,5.77903235465341e-10,1.18394679566703e-08,"TNFRSF9","TNF receptor superfamily member 9"
"93210",5950.87460843988,3.31179901080105,0.39243746405991,8.4390490564771,3.19929807343481e-17,2.77546185963552e-15,"PGAP3","post-GPI attachment to proteins phospholipase 3"
"9232",356.286668857397,3.30862190383301,0.676720609637441,4.88919925995107,1.01246971753289e-06,9.5942393822861e-06,"PTTG1","PTTG1 regulator of sister chromatid separation, securin"
"80328",42.7959894318515,3.30788766590102,0.809167735918568,4.0880123107552,4.35085069822993e-05,0.000260546056168284,"ULBP2","UL16 binding protein 2"
"195814",111.157588074801,3.30307888717737,0.958443921624159,3.44629332259737,0.000568333109636794,0.00242691637792197,"SDR16C5","short chain dehydrogenase/reductase family 16C member 5"
"100505592",7.64379210546821,3.30280681777288,1.09140787703013,3.02618928018027,0.00247657216358278,0.00852152928030959,"GAPLINC","gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA"
"27074",233.465597434852,3.29554627803226,0.868577940468163,3.79418601888042,0.000148128594232477,0.000755714082363246,"LAMP3","lysosomal associated membrane protein 3"
"2359",373.483363908628,3.29510077806747,0.395926752936066,8.32250095158273,8.61264308727172e-17,6.6742877616225e-15,"FPR3","formyl peptide receptor 3"
"152789",40.6459631266981,3.29479445172119,0.476749253412197,6.91095880725483,4.81388839119066e-12,1.53715139735642e-10,"JAKMIP1","janus kinase and microtubule interacting protein 1"
"735301",45.9995568503498,3.2943433759286,0.560018314233204,5.88256364515387,4.03959919482016e-09,6.91706391385538e-08,"SNHG9","small nucleolar RNA host gene 9"
"92745",388.075322414844,3.29386617048372,0.604613633870756,5.44788603160713,5.09720003280878e-08,6.6623802562166e-07,"SLC38A5","solute carrier family 38 member 5"
"4986",72.1663644877714,3.29258433928593,0.844692371832814,3.89796859671135,9.7002991801326e-05,0.000525370347308507,"OPRK1","opioid receptor kappa 1"
"148113",838.699787840488,3.29060799497821,0.702895770648683,4.68150205533518,2.84780541463882e-06,2.38403385821557e-05,"CILP2","cartilage intermediate layer protein 2"
"64581",275.5839176826,3.29044112870539,0.239418136835477,13.7434915006732,5.57223932834734e-43,1.21388138079531e-39,"CLEC7A","C-type lectin domain containing 7A"
"10151",7.04555998988472,3.27095867916452,0.966778701513663,3.3833582329061,0.000716051649794586,0.0029493505558556,"HNRNPA3P1","heterogeneous nuclear ribonucleoprotein A3 pseudogene 1"
"10630",670.918865216416,3.2706638268944,0.502179261735205,6.51294084824036,7.36935363854646e-11,1.83354755631145e-09,"PDPN","podoplanin"
"7425",60.4199975435392,3.26995129452963,0.582108538685565,5.61742540646005,1.9382380537221e-08,2.8211652027673e-07,"VGF","VGF nerve growth factor inducible"
"2212",728.707059009169,3.26870733040691,0.407975860294853,8.01201161275706,1.12847208405094e-15,7.13703989674279e-14,"FCGR2A","Fc gamma receptor IIa"
"445571",38.3367813426963,3.26759758030598,0.47745226799298,6.84382041798997,7.71085750234882e-12,2.38452795254024e-10,"ZNG1C","Zn regulated GTPase metalloprotein activator 1C"
"84848",120.828813994801,3.26397997767432,0.656902080631546,4.96874659696059,6.73870636546857e-07,6.73389791036579e-06,"MIR503HG","MIR503 host gene"
"3229",231.412093812612,3.26337353934869,0.545300139824011,5.98454557594998,2.16994824811808e-09,3.9449060281394e-08,"HOXC13","homeobox C13"
"28639",36.970969128006,3.26176923317411,0.791000359395734,4.12360019111225,3.72996103364268e-05,0.000227463813454427,"TRBC1","T cell receptor beta constant 1"
"347454",37.8734073130236,3.26109358998693,0.657858745471522,4.95713344610101,7.15408414007753e-07,7.08041260223928e-06,"SOWAHD","sosondowah ankyrin repeat domain family member D"
"728233",859.704400544856,3.26104964017867,0.60054261754176,5.43017188942782,5.62997991867224e-08,7.29071243629379e-07,"PI4KAP1","phosphatidylinositol 4-kinase alpha pseudogene 1"
"5083",105.894246027389,3.25624970668258,0.692493518440483,4.70220965246831,2.57361040106264e-06,2.17679920290052e-05,"PAX9","paired box 9"
"10948",6825.18164811893,3.2508840579705,0.521193029232285,6.23738974935839,4.44932473933656e-10,9.29489444633962e-09,"STARD3","StAR related lipid transfer domain containing 3"
"643",99.7039171872624,3.25083240124017,0.891345703905628,3.64710615308509,0.000265210377813398,0.00125475740043665,"CXCR5","C-X-C motif chemokine receptor 5"
"53836",60.4645204086922,3.24991003883708,0.860650434706641,3.77610921668196,0.000159297164417874,0.00080556621242632,"GPR87","G protein-coupled receptor 87"
"10063",212.478239210941,3.24863497911383,0.372820531245401,8.71366973342863,2.94192656757112e-18,3.0357585412526e-16,"COX17","cytochrome c oxidase copper chaperone COX17"
"284958",23.3773016601625,3.24729554855948,0.803541067257521,4.04123159459973,5.31712147911901e-05,0.000311651670312728,"NT5DC4","5'-nucleotidase domain containing 4"
"222",4091.62269690245,3.24205663035892,0.667460816778344,4.85729880895102,1.18997948163801e-06,1.10258684862924e-05,"ALDH3B2","aldehyde dehydrogenase 3 family member B2"
"9212",605.263167420915,3.23977794587256,0.775349165086774,4.17847608762173,2.93468844535982e-05,0.000185008043921944,"AURKB","aurora kinase B"
"10993",346.310704209335,3.23564492850614,0.489904535106019,6.60464375535108,3.98474380773852e-11,1.0612469461226e-09,"SDS","serine dehydratase"
"100616210",5.77500248240559,3.23177195895047,0.892582851819185,3.62069689369872,0.000293810560895963,0.00137311284767144,"MIR4737","microRNA 4737"
"84251",375.709948142007,3.22611191637867,0.639934755919137,5.04131380041238,4.62346585890268e-07,4.80889504666557e-06,"SGIP1","SH3GL interacting endocytic adaptor 1"
"255167",28.7399680098783,3.2261013126878,0.939651243267329,3.433296487184,0.000596289661008632,0.00252665984303766,"LINC01018","long intergenic non-protein coding RNA 1018"
"5347",1037.7593006321,3.22487433612264,0.598876074316246,5.38487756386758,7.24939780737244e-08,9.11100598790668e-07,"PLK1","polo like kinase 1"
"105370941",20.3476215776333,3.22339393940458,0.566435174347673,5.69066697370401,1.26544099469997e-08,1.93226138178253e-07,"LOC105370941","uncharacterized LOC105370941"
"28946",7.76003229071003,3.21582457757346,1.05199272742825,3.05688860172542,0.00223647375294701,0.00780218939506744,"IGKJ5","immunoglobulin kappa joining 5"
"116832",181.028094015142,3.21538502945916,0.38409722724408,8.37127894030823,5.69962125297293e-17,4.67559725045135e-15,"RPL39L","ribosomal protein L39 like"
"1993",53.6687404382106,3.21119979860046,0.871154926908524,3.68614089114559,0.000227680335753846,0.00109624279538063,"ELAVL2","ELAV like RNA binding protein 2"
"84057",71.9448496682575,3.20827740007875,0.690106034488803,4.64896297053146,3.33608092314356e-06,2.74704756737307e-05,"MND1","meiotic nuclear divisions 1"
"79017",1636.19587370962,3.20715823003979,0.393097693194491,8.15867985379655,3.38706084457956e-16,2.33826460981785e-14,"GGCT","gamma-glutamylcyclotransferase"
"26769",18.904774879746,3.20642869661826,0.570883075506936,5.61661193716593,1.94738110123206e-08,2.83027085772837e-07,"SNORD81","small nucleolar RNA, C/D box 81"
"10753",109.281982558437,3.20336834856751,0.613759039894495,5.21926055723459,1.79638891905446e-07,2.05724305765081e-06,"CAPN9","calpain 9"
"9480",227.167532537414,3.20315422042127,0.813920365315314,3.93546390644786,8.30361435263014e-05,0.000460003503130452,"ONECUT2","one cut homeobox 2"
"933",680.11273873149,3.20308217389087,0.606045608984414,5.28521637052772,1.2555626592551e-07,1.49191281802154e-06,"CD22","CD22 molecule"
"63910",495.491533957691,3.20092537450503,0.461787599830111,6.93159663811378,4.16117039190521e-12,1.35296694367651e-10,"SLC17A9","solute carrier family 17 member 9"
"3081",177.75332880181,3.19707313876346,0.786681846518161,4.06399760324157,4.823932121082e-05,0.000285820529362145,"HGD","homogentisate 1,2-dioxygenase"
"10631",14791.3474545588,3.1909425392784,0.455921987332234,6.99887837818433,2.58019714038943e-12,8.89057032240336e-11,"POSTN","periostin"
"6171",2936.69313983582,3.19006586213276,0.214519086477129,14.8707787009566,5.10164777111562e-50,1.66704843667488e-46,"RPL41","ribosomal protein L41"
"164118",22.6170001410691,3.18761157798871,0.938700261384271,3.39577148224934,0.000684354692090657,0.00284690390263726,"TTC24","tetratricopeptide repeat domain 24"
"941",38.8431329194783,3.18468347389029,0.498357197559442,6.39036315615857,1.65492248417485e-10,3.7993454595705e-09,"CD80","CD80 molecule"
"8338",19.1190131184842,3.18228925838681,0.661866755513413,4.80805121556271,1.52408724445924e-06,1.37258863182673e-05,"H2AC20","H2A clustered histone 20"
"10024",1115.3337193362,3.18008411755193,0.753952355887432,4.21788471475607,2.46604839285807e-05,0.000159201003590304,"TROAP","trophinin associated protein"
"115362",339.152122399577,3.17513589979655,0.291654092816276,10.8866495550834,1.33460209523107e-27,4.84559419983339e-25,"GBP5","guanylate binding protein 5"
"541471",232.263760257597,3.17077799385074,0.493932849512417,6.41945154484209,1.36766179043941e-10,3.19599249861206e-09,"MIR4435-2HG","MIR4435-2 host gene"
"1033",121.144735908103,3.16940238358451,0.657258887626522,4.82215218881221,1.42017522053524e-06,1.28728411344493e-05,"CDKN3","cyclin dependent kinase inhibitor 3"
"115352",76.6668594120205,3.16906421273603,0.884921195759418,3.58118240123791,0.000342042749296151,0.00156440160573991,"FCRL3","Fc receptor like 3"
"91614",51.7941503297175,3.16763783228033,0.602011525619409,5.26175612505284,1.42685945940505e-07,1.68018057423997e-06,"DEPDC7","DEP domain containing 7"
"497190",31.689740647104,3.16604538813572,0.726147817965015,4.36005632711032,1.30028968909751e-05,9.11783964393629e-05,"CLEC18B","C-type lectin domain family 18 member B"
"5409",544.273128547432,3.16539910065311,0.770708670913834,4.10712792020347,4.00609386794444e-05,0.000242268588448238,"PNMT","phenylethanolamine N-methyltransferase"
"81030",183.47208539459,3.16435502391049,0.652663603906441,4.84837059240107,1.24479692459334e-06,1.14903429866182e-05,"ZBP1","Z-DNA binding protein 1"
"2046",112.728866566376,3.16129679273288,0.80717698947319,3.91648527393741,8.98493014105251e-05,0.000491925552486667,"EPHA8","EPH receptor A8"
"10643",40.1005745312221,3.16080030972627,0.77590743185195,4.07368222029014,4.62756135351929e-05,0.000275434025188522,"IGF2BP3","insulin like growth factor 2 mRNA binding protein 3"
"55076",599.681159033607,3.1581136887995,0.716362124554014,4.40854364092134,1.0406805216005e-05,7.47383967271038e-05,"TMEM45A","transmembrane protein 45A"
"7114",13340.8870696547,3.15565634617242,0.31034442608951,10.1682391591021,2.74831943944336e-24,6.33924128585018e-22,"TMSB4X","thymosin beta 4 X-linked"
"389705",18.8013714567971,3.15486439295192,1.0449447178038,3.01916870739594,0.00253469341060148,0.00869709468117828,"LOC389705","histone PARylation factor 1 pseudogene"
"23594",257.356882603268,3.14945660659163,0.53136038395197,5.9271573525442,3.08223600822346e-09,5.42949857836741e-08,"ORC6","origin recognition complex subunit 6"
"89790",200.035923312772,3.14867330594429,0.44848394575445,7.02070461105919,2.20752120364053e-12,7.75639080978068e-11,"SIGLEC10","sialic acid binding Ig like lectin 10"
"1493",63.1614225455388,3.14730357393313,0.624852698064303,5.03687282407996,4.7319894832492e-07,4.90657805642616e-06,"CTLA4","cytotoxic T-lymphocyte associated protein 4"
"105373780",6.46018001540044,3.14503995885505,0.781671030954316,4.0234828134994,5.73437705762709e-05,0.000333021909336009,"LOC105373780","proline-rich protein 18-like"
"2191",1156.35109701879,3.14342930836469,0.457489312880921,6.8710442405086,6.37336227084274e-12,2.0089411685232e-10,"FAP","fibroblast activation protein alpha"
"890",438.06505695614,3.13859191277079,0.609129553696111,5.15258518278462,2.56919851614968e-07,2.85230498910706e-06,"CCNA2","cyclin A2"
"29991",73.8241528081496,3.13728540091286,1.01807476989904,3.08158643517309,0.00205900687808929,0.0072815456081924,"OBP2A","odorant binding protein 2A"
"102466751",36.8173083821317,3.13592263854741,0.53846458311209,5.82382339878911,5.75163536865074e-09,9.54031836190918e-08,"MIR6859-1","microRNA 6859-1"
"7139",243.611786902972,3.1332069312071,0.903972709924078,3.46604150414038,0.000528181738562194,0.0022764412324138,"TNNT2","troponin T2, cardiac type"
"8564",107.859240606262,3.13295686133819,0.532890210060152,5.87917886685242,4.123066546813e-09,7.03540841747743e-08,"KMO","kynurenine 3-monooxygenase"
"100133941",36828.3457810436,3.12855340071153,0.754192573817197,4.14821560079407,3.3507676673249e-05,0.000207302402129372,"CD24","CD24 molecule"
"55165",395.049747010444,3.12603895717761,0.625026467056671,5.00145053360464,5.69005674929558e-07,5.77428843823443e-06,"CEP55","centrosomal protein 55"
"3067",82.1571489299069,3.12589570465256,0.510214548753282,6.12662988989776,8.97599347386986e-10,1.76512866648638e-08,"HDC","histidine decarboxylase"
"80329",64.9853418664527,3.12332570667313,0.512331015353244,6.09630417264441,1.08548778835147e-09,2.09882382430166e-08,"ULBP1","UL16 binding protein 1"
"2056",16.3382265774697,3.11693280757734,0.858678398181663,3.62991873811866,0.000283510460563011,0.001331697673646,"EPO","erythropoietin"
"140",98.0489771163419,3.11624652536605,0.602949977904456,5.16833342659124,2.36190663115173e-07,2.64028859465748e-06,"ADORA3","adenosine A3 receptor"
"731220",115.907176975398,3.11485586281553,0.545813356371879,5.7068150246827,1.15109759281707e-08,1.77564275411263e-07,"RFX8","regulatory factor X8"
"4069",1386.07047550816,3.11431702747074,0.610683347104008,5.0997248283247,3.40147620076267e-07,3.65421054203578e-06,"LYZ","lysozyme"
"3559",123.181714589305,3.11346544663367,0.691490683166856,4.50254142597377,6.71456614497224e-06,5.06914839577689e-05,"IL2RA","interleukin 2 receptor subunit alpha"
"11081",17.1485119169724,3.11134967172703,1.03124786070659,3.01707260715691,0.00255228670534876,0.00874674587398493,"KERA","keratocan"
"654817",107.980372055255,3.10823750409884,0.414548108767675,7.49789334062743,6.48516350277651e-14,3.08611931153971e-12,"NCF1C","neutrophil cytosolic factor 1C (pseudogene)"
"113130",557.199597803619,3.10743120160879,0.647106798154171,4.80203763964855,1.57059160474731e-06,1.40929148753664e-05,"CDCA5","cell division cycle associated 5"
"6819",33.2427544472552,3.106774208782,0.545349437523236,5.69685048707808,1.22040861305353e-08,1.87078430551427e-07,"SULT1C2","sulfotransferase family 1C member 2"
"94032",33.6646768857602,3.10539858745905,0.671737478647623,4.62293483119477,3.78348613115537e-06,3.07159540734709e-05,"CAMK2N2","calcium/calmodulin dependent protein kinase II inhibitor 2"
"8875",39.3702493914422,3.10242610061826,0.510845339978311,6.07312205441666,1.25447032194167e-09,2.41128873843024e-08,"VNN2","vanin 2"
"100130231",75.6311300046626,3.09839948032915,0.788902462779411,3.92748105946211,8.58401786131389e-05,0.000473146624090301,"LINC00861","long intergenic non-protein coding RNA 861"
"1594",165.719406059901,3.09774386628941,0.8836133772262,3.50576841198773,0.000455291179407268,0.00200368998057439,"CYP27B1","cytochrome P450 family 27 subfamily B member 1"
"285190",22.7926016975103,3.09678636631909,0.765979681400503,4.0429092853442,5.27920493711731e-05,0.000309799736597192,"RGPD4","RANBP2 like and GRIP domain containing 4"
"6235",2211.88204596068,3.09672331919543,0.260073736964297,11.9070974076116,1.08695440158386e-32,7.89289925831595e-30,"RPS29","ribosomal protein S29"
"100189257",6.89288800465847,3.09631950833802,1.01167627454277,3.06058329749545,0.0022090630353604,0.00772030122482637,"TRN-GTT11-2","tRNA-Asn (anticodon GTT) 11-2"
"9553",226.23717389754,3.09076093520469,0.271575522486415,11.3808523938651,5.20881066316206e-30,2.83677616283209e-27,"MRPL33","mitochondrial ribosomal protein L33"
"388722",31.5760481152799,3.08932071243675,0.599756276058613,5.15096020793425,2.59156175515707e-07,2.87550423155685e-06,"C1orf53","chromosome 1 open reading frame 53"
"116372",35.0036679232657,3.08884911170793,0.599200850209857,5.15494781195008,2.53701576144632e-07,2.81817172911709e-06,"LYPD1","LY6/PLAUR domain containing 1"
"28638",7.99184289405181,3.08846190222467,0.992482150685525,3.11185636949885,0.00185914928940355,0.00668693468502035,"TRBC2","T cell receptor beta constant 2"
"285972",30.1966300822226,3.08015082901492,0.596547585060522,5.16329443979297,2.42641014538021e-07,2.70604080263506e-06,"LINC00996","long intergenic non-protein coding RNA 996"
"24137",836.467132237169,3.08002288383171,0.765245954007167,4.02487967130482,5.70044557409418e-05,0.000331247587213072,"KIF4A","kinesin family member 4A"
"4085",228.879354355145,3.07984102850615,0.577547834079032,5.3326163596775,9.68076961502225e-08,1.18109003778548e-06,"MAD2L1","mitotic arrest deficient 2 like 1"
"100131801",364.56363115416,3.07955844978308,0.299476247283006,10.2831475875711,8.39406023120314e-25,2.05717431116211e-22,"PET100","PET100 cytochrome c oxidase chaperone"
"3015",1962.75168617808,3.07796448503137,0.341177795914463,9.02158499729287,1.85387327006974e-19,2.34497027954757e-17,"H2AZ1","H2A.Z variant histone 1"
"81610",349.582851208302,3.07656077271551,0.574795849905831,5.35244082437189,8.67756853146744e-08,1.07136277473521e-06,"FAM83D","family with sequence similarity 83 member D"
"10615",1357.27299731521,3.07378211442438,0.665249345259908,4.62049626403386,3.82823237864544e-06,3.10406633646495e-05,"SPAG5","sperm associated antigen 5"
"401563",54.7723083428606,3.07367491223527,0.479825828691901,6.40581379417341,1.49569418758436e-10,3.45401416275371e-09,"LINC02908","long intergenic non-protein coding RNA 2908"
"51764",56.6530851784398,3.07355476730134,0.869668394409866,3.53416864066559,0.000409059990401419,0.00182314848188457,"GNG13","G protein subunit gamma 13"
"388633",13.1223926806004,3.06693187405343,0.899644566891349,3.40904840302762,0.000651899119864199,0.002726351139944,"LDLRAD1","low density lipoprotein receptor class A domain containing 1"
"114614",37.7506084714473,3.06470869384131,0.399695593500194,7.6676069080552,1.75234951543051e-14,9.04120121040278e-13,"MIR155HG","MIR155 host gene"
"746",811.491311390332,3.06005570372942,0.223443712465493,13.6949734229017,1.08800156610743e-42,2.13313587051023e-39,"TMEM258","transmembrane protein 258"
"26521",386.416344756034,3.04251310342378,0.227554345323725,13.3704900211658,8.99463317530884e-41,1.3565290618085e-37,"TIMM8B","translocase of inner mitochondrial membrane 8 homolog B"
"53345",87.5792013440852,3.0403467456841,0.612190755253422,4.96633887329043,6.82286902678433e-07,6.81105754272574e-06,"TM6SF2","transmembrane 6 superfamily member 2"
"139221",92.3498455615871,3.03934713088832,0.868005372422807,3.50153032164397,0.000462594328949307,0.00203036140886056,"PWWP3B","PWWP domain containing 3B"
"55247",64.5092080446782,3.03487761864073,0.986928383380861,3.07507380448856,0.00210450468914224,0.00741702659272383,"NEIL3","nei like DNA glycosylase 3"
"677825",20.2624891563772,3.03123221883471,0.449790139052082,6.73921448172014,1.59245187132757e-11,4.65299722641556e-10,"SNORA44","small nucleolar RNA, H/ACA box 44"
"51305",12.3689170337431,3.03104838913745,0.86527684518887,3.50298104703801,0.000460082198499044,0.00202023999636557,"KCNK9","potassium two pore domain channel subfamily K member 9"
"2629",34.2339334089719,3.02763407044824,0.48080147246735,6.29705656871474,3.03350599803535e-10,6.59551240619629e-09,"GBA1","glucosylceramidase beta 1"
"5008",102.137515889519,3.02294007195376,0.691444072354063,4.37192275242447,1.2315710302753e-05,8.6919300286456e-05,"OSM","oncostatin M"
"4323",19766.695427734,3.01711802356201,0.469974593663132,6.4197470762103,1.36500942522679e-10,3.19360081038143e-09,"MMP14","matrix metallopeptidase 14"
"51121",188.467831577219,3.01707523499155,0.271542480026894,11.1108775123978,1.11062688332072e-28,4.94885242599685e-26,"RPL26L1","ribosomal protein L26 like 1"
"6036",19.7593236697017,3.01051820391342,0.715929771300079,4.20504681408418,2.61028122501902e-05,0.000167409792926801,"RNASE2","ribonuclease A family member 2"
"9168",14646.9305380865,3.01023331360659,0.294816002601556,10.2105492478131,1.77855183419066e-24,4.30497373594347e-22,"TMSB10","thymosin beta 10"
"100506211",53.94982254194,3.00664427839488,0.984539781114635,3.05385758510534,0.00225919300852996,0.00787024486944536,"MIR210HG","MIR210 host gene"
"6790",491.821642304368,3.00468408044304,0.563905581666156,5.32834605319064,9.9111152348978e-08,1.20652259496768e-06,"AURKA","aurora kinase A"
"963",704.130106725034,3.00192883798773,0.338245164919688,8.87500886731226,6.99278424041139e-19,8.06473693044151e-17,"CD53","CD53 molecule"
"102723728",8.61775034845329,2.99748727440521,0.615591850552325,4.8692770570562,1.12007273205101e-06,1.05022218960269e-05,"LOC102723728","nodal modulator 3-like"
"51284",142.721598824707,2.9947116037996,0.348051624503248,8.6042167108795,7.68396818984907e-18,7.53259401650905e-16,"TLR7","toll like receptor 7"
"117144",14.0757123564661,2.99341218946097,0.691564800020389,4.32846233552187,1.50154004683505e-05,0.000103331674827125,"CATSPER1","cation channel sperm associated 1"
"1163",428.15383178401,2.99029896648613,0.251430402263163,11.893147923123,1.28471441596072e-32,8.99575387118783e-30,"CKS1B","CDC28 protein kinase regulatory subunit 1B"
"860",428.990651297912,2.98504103921801,0.505801832082943,5.90160187226945,3.59989029619258e-09,6.21845366935258e-08,"RUNX2","RUNX family transcription factor 2"
"653361",133.923422794461,2.98346513431272,0.341768516567249,8.72949083864975,2.55821675649333e-18,2.72589118085914e-16,"NCF1","neutrophil cytosolic factor 1"
"94163",42.2493829868837,2.98106009279251,0.478005736353303,6.23645254873919,4.47605003026721e-10,9.33589754185308e-09,"SNORD38B","small nucleolar RNA, C/D box 38B"
"642658",1205.83473251369,2.97982757594099,0.398480958607135,7.47796729448952,7.54809753163435e-14,3.53193317912227e-12,"SCX","scleraxis bHLH transcription factor"
"401115",241.838004337717,2.97967365469047,0.785498256853579,3.79335489123294,0.000148625500081279,0.000757657710502745,"NICOL1","NELL2 interacting cell ontogeny regulator 1"
"4060",14773.6827406942,2.97878121487233,0.539195573144936,5.52449122958883,3.30441741724793e-08,4.52171876895899e-07,"LUM","lumican"
"2335",85098.592907569,2.97743472405663,0.495336406071659,6.01093456398578,1.84456853839515e-09,3.40533058039315e-08,"FN1","fibronectin 1"
"83729",9.11296760652715,2.96885617883894,0.856159003306548,3.4676458080485,0.000525038817630536,0.0022648869215543,"INHBE","inhibin subunit beta E"
"284233",90.5743454178864,2.96786530756899,0.60302221623865,4.92165168653494,8.58168495299511e-07,8.29647510791036e-06,"CYP4F35P","cytochrome P450 family 4 subfamily F member 35, pseudogene"
"9768",251.724747590071,2.96481046262545,0.775674794503002,3.82223385835954,0.000132248179139025,0.000685216120560183,"PCLAF","PCNA clamp associated factor"
"79783",156.516861675288,2.96179547328356,0.514553670767151,5.7560477002677,8.61060642961773e-09,1.372516663895e-07,"SUGCT","succinyl-CoA:glutarate-CoA transferase"
"692073",19.5078818702983,2.95862360652606,0.479310663200705,6.17266385598264,6.71488774375239e-10,1.35584025853769e-08,"SNORA16A","small nucleolar RNA, H/ACA box 16A"
"22974",1590.57281613002,2.95799601645664,0.684241792114803,4.32302740134345,1.53902610149697e-05,0.000105393453531085,"TPX2","TPX2 microtubule nucleation factor"
"79143",68.6275349663718,2.95698261022939,0.909254767955885,3.25209469825167,0.00114557847325799,0.0044022366810459,"MBOAT7","membrane bound O-acyltransferase domain containing 7"
"5478",7613.95902623319,2.95456025611749,0.240031098442522,12.3090727630236,8.09478137074311e-35,7.55744207403759e-32,"PPIA","peptidylprolyl isomerase A"
"374887",529.115442724106,2.95267225304961,0.45895536902748,6.43346271186734,1.24729204303063e-10,2.95512573348764e-09,"YJEFN3","YjeF N-terminal domain containing 3"
"6556",576.914023469928,2.95213539035187,0.652397195052335,4.52505837354965,6.03788380926067e-06,4.61335736416075e-05,"SLC11A1","solute carrier family 11 member 1"
"10112",738.122189628007,2.95139103905038,0.74372903349355,3.96836872857671,7.23663023140255e-05,0.000408762236579886,"KIF20A","kinesin family member 20A"
"9123",1640.82192250628,2.94943478054295,0.437552914126421,6.74074994205335,1.57571190332288e-11,4.61784866615074e-10,"SLC16A3","solute carrier family 16 member 3"
"27036",41.0420592777495,2.94730023676841,0.383414265826677,7.68698637337805,1.50641172560369e-14,7.91815235715439e-13,"SIGLEC7","sialic acid binding Ig like lectin 7"
"65997",83.8561464420344,2.94640795885343,0.493156461378633,5.97459060075307,2.30668713556841e-09,4.1720394815456e-08,"RASL11B","RAS like family 11 member B"
"991",930.372990855561,2.94558856642379,0.646422617283308,4.55675356596136,5.19503148256061e-06,4.04634742535452e-05,"CDC20","cell division cycle 20"
"430",118.238553381992,2.9440429839981,0.748841033941362,3.93146589270459,8.44294757762751e-05,0.0004664199216877,"ASCL2","achaete-scute family bHLH transcription factor 2"
"6713",1104.35202993407,2.94229317040355,0.501208010313181,5.87040332528813,4.34736225118416e-09,7.36048223633131e-08,"SQLE","squalene epoxidase"
"79801",300.138112194265,2.94120042952818,0.600355891437723,4.89909480605685,9.62791824346791e-07,9.17225291940874e-06,"SHCBP1","SHC binding and spindle associated 1"
"169044",1361.69725689806,2.92762859726884,0.978436438850894,2.99215000691014,0.00277020106759319,0.00936908092655375,"COL22A1","collagen type XXII alpha 1 chain"
